"","state","account_length","area_code","international_plan","voice_mail_plan","number_vmail_messages","total_day_minutes","total_day_calls","total_day_charge","total_eve_minutes","total_eve_calls","total_eve_charge","total_night_minutes","total_night_calls","total_night_charge","total_intl_minutes","total_intl_calls","total_intl_charge","number_customer_service_calls"
"673","WI",92,"area_code_415","no","no",0,157.7,101,26.81,298.6,100,25.38,216.9,99,9.76,13.8,3,3.73,1
"674","CO",119,"area_code_408","no","no",0,124.3,68,21.13,207.1,88,17.6,157.4,93,7.08,14.8,1,4,0
"675","NV",115,"area_code_415","no","no",0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1
"676","HI",79,"area_code_415","no","no",0,41.9,124,7.12,211,95,17.94,237.9,55,10.71,11.4,5,3.08,1
"677","ND",35,"area_code_415","no","no",0,260.8,87,44.34,258.1,78,21.94,131.3,123,5.91,5.8,2,1.57,1
"678","WI",120,"area_code_408","no","yes",26,239.4,94,40.7,259.4,88,22.05,238,132,10.71,7.7,3,2.08,0
"679","DC",60,"area_code_408","no","no",0,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1
"680","MT",71,"area_code_510","no","yes",23,175.7,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1
"681","NC",54,"area_code_415","yes","no",0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2
"682","NJ",42,"area_code_408","yes","no",0,180.7,127,30.72,174.6,94,14.84,165.3,114,7.44,12,6,3.24,2
"683","OH",134,"area_code_408","no","no",0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0
"684","TN",127,"area_code_415","no","yes",28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1
"685","WY",93,"area_code_408","no","yes",42,166.9,101,28.37,273.2,84,23.22,171,106,7.69,11.5,1,3.11,1
"686","NM",111,"area_code_415","no","no",0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4
"687","NJ",125,"area_code_415","no","no",0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2
"688","AL",115,"area_code_510","no","yes",14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2
"689","NC",114,"area_code_408","no","no",0,193,101,32.81,250,81,21.25,133.3,79,6,9.6,2,2.59,2
"690","ND",118,"area_code_415","no","yes",39,91.5,125,15.56,219.9,113,18.69,229,99,10.31,12.7,8,3.43,2
"691","CO",59,"area_code_510","no","no",0,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1
"692","WI",142,"area_code_408","no","yes",24,239.8,103,40.77,285.9,65,24.3,256.7,106,11.55,9.5,4,2.57,0
"693","OR",149,"area_code_415","no","no",0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10,3,2.7,3
"694","AL",68,"area_code_510","no","no",0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12,7,3.24,1
"695","TX",201,"area_code_415","no","yes",21,192,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1
"696","PA",88,"area_code_510","no","no",0,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,8,1,2.16,1
"697","DE",51,"area_code_415","yes","no",0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0
"698","OH",146,"area_code_408","no","yes",31,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1
"699","WI",63,"area_code_510","no","yes",34,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1
"700","GA",133,"area_code_510","no","no",0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0
"701","SD",97,"area_code_415","no","no",0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1
"702","ND",132,"area_code_510","no","no",0,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1
"703","CT",125,"area_code_415","yes","no",0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0
"704","MD",107,"area_code_415","no","no",0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0
"705","MN",117,"area_code_408","no","no",0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1
"706","KY",124,"area_code_415","no","no",0,194,103,32.98,241,116,20.49,227.5,153,10.24,11.9,5,3.21,0
"707","NH",115,"area_code_510","no","no",0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3
"708","CO",156,"area_code_408","yes","no",0,277,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,1
"709","KY",89,"area_code_408","no","no",0,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,3,1.65,0
"710","AR",116,"area_code_415","no","yes",23,253,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2
"711","KS",138,"area_code_510","no","yes",26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15,3,4.05,1
"712","WI",102,"area_code_408","no","no",0,200.6,106,34.1,152.5,127,12.96,199.4,128,8.97,7.7,2,2.08,3
"713","OR",95,"area_code_415","no","no",0,167.6,96,28.49,176,89,14.96,250.9,113,11.29,13.4,6,3.62,2
"714","CT",50,"area_code_408","no","no",0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1
"715","OH",93,"area_code_415","no","yes",42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7
"716","MA",112,"area_code_415","no","yes",17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0
"717","NH",117,"area_code_510","yes","no",0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1
"718","NC",80,"area_code_415","yes","no",0,189.1,122,32.15,223.2,92,18.97,269,116,12.11,13.9,3,3.75,2
"719","NH",120,"area_code_510","no","yes",43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1
"720","PA",119,"area_code_408","no","no",0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2
"721","NC",162,"area_code_408","no","yes",26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1
"722","KS",101,"area_code_510","no","yes",25,144.1,144,24.5,167.6,105,14.25,240,107,10.8,14.5,3,3.92,1
"723","NM",107,"area_code_415","no","no",0,222.3,101,37.79,286,111,24.31,249.4,117,11.22,12.1,4,3.27,1
"724","DE",133,"area_code_510","no","no",0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0
"725","WA",63,"area_code_408","no","no",0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2,0
"726","MA",119,"area_code_408","yes","yes",16,147.2,103,25.02,160.1,96,13.61,184,120,8.28,7.7,2,2.08,0
"727","OH",133,"area_code_408","yes","no",0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8,3,2.16,0
"728","MI",146,"area_code_408","no","no",0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7
"729","MS",101,"area_code_408","no","no",0,239,156,40.63,273,106,23.21,278.2,93,12.52,13.5,8,3.65,1
"730","NC",55,"area_code_408","yes","no",0,221,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1
"731","KY",39,"area_code_415","no","no",0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1
"732","TX",92,"area_code_510","no","no",0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2
"733","CT",56,"area_code_415","no","no",0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4,4
"734","NE",76,"area_code_415","no","no",0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0
"735","HI",132,"area_code_408","yes","yes",33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2
"736","SC",140,"area_code_510","no","yes",28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3,1
"737","AK",51,"area_code_510","yes","yes",12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,2
"738","SD",27,"area_code_408","no","no",0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1
"739","OH",135,"area_code_415","no","no",0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4
"740","VA",146,"area_code_415","no","no",0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3
"741","NM",68,"area_code_408","no","no",0,131.6,89,22.37,137,109,11.65,256.3,107,11.53,10.2,5,2.75,3
"742","HI",86,"area_code_408","no","yes",21,197.9,99,33.64,165.6,100,14.08,208,120,9.36,10.1,9,2.73,0
"743","VT",113,"area_code_510","no","no",0,207.2,113,35.22,256,80,21.76,211,87,9.49,9.9,1,2.67,1
"744","MO",132,"area_code_408","no","no",0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1
"745","NJ",93,"area_code_510","yes","yes",38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78,1
"746","WA",174,"area_code_408","no","yes",33,167.8,91,28.53,205.3,91,17.45,130,132,5.85,14.5,4,3.92,4
"747","NY",61,"area_code_415","no","no",0,197.7,118,33.61,152.2,96,12.94,221,93,9.95,7,3,1.89,2
"748","MA",88,"area_code_408","no","yes",45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2
"749","VT",195,"area_code_415","no","yes",36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0
"750","NM",182,"area_code_415","no","no",0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0
"751","CO",118,"area_code_408","no","no",0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4
"752","UT",61,"area_code_408","no","yes",25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3
"753","WV",172,"area_code_415","no","no",0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1
"754","NJ",72,"area_code_415","no","no",0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1
"755","WA",100,"area_code_408","no","no",0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6
"756","HI",134,"area_code_408","no","no",0,242.4,126,41.21,152.9,115,13,318.3,115,14.32,11.8,6,3.19,1
"757","CT",124,"area_code_415","no","no",0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1
"758","NY",142,"area_code_415","no","no",0,145.4,93,24.72,209.1,98,17.77,214,96,9.63,10.9,1,2.94,1
"759","DE",81,"area_code_510","yes","no",0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1
"760","RI",17,"area_code_415","no","no",0,161.5,123,27.46,214.2,81,18.21,315,106,14.18,8.6,5,2.32,1
"761","HI",105,"area_code_415","no","no",0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0
"762","MD",108,"area_code_415","yes","yes",42,130.1,90,22.12,167,128,14.2,244.7,80,11.01,13.6,5,3.67,3
"763","OR",155,"area_code_408","no","yes",30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1
"764","HI",131,"area_code_415","no","yes",30,174,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1
"765","IL",48,"area_code_408","no","no",0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1
"766","LA",128,"area_code_415","no","no",0,148.5,105,25.25,243,106,20.66,255.2,114,11.48,6.8,2,1.84,1
"767","WI",73,"area_code_415","no","no",0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10,8,2.7,0
"768","TX",52,"area_code_415","no","no",0,155,110,26.35,133.4,104,11.34,176.1,84,7.92,7,4,1.89,4
"769","NC",124,"area_code_415","no","no",0,188.5,77,32.05,182,123,15.47,218.2,127,9.82,6.1,6,1.65,1
"770","WA",137,"area_code_408","no","no",0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3,0
"771","NY",60,"area_code_510","no","yes",31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2
"772","NM",94,"area_code_415","no","no",0,108,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3
"773","MS",158,"area_code_510","no","no",0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11,6,2.97,1
"774","NE",77,"area_code_415","no","no",0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2,7,0.54,1
"775","VA",103,"area_code_510","no","no",0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13,3,3.51,5
"776","ND",124,"area_code_415","no","no",0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2
"777","WA",71,"area_code_408","no","no",0,141.2,132,24,149.1,90,12.67,171.4,72,7.71,7,2,1.89,2
"778","SC",49,"area_code_415","yes","no",0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2
"779","ID",60,"area_code_510","no","no",0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2,1
"780","KY",43,"area_code_408","no","no",0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4
"781","ME",66,"area_code_510","no","no",0,118,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1
"782","TN",112,"area_code_415","no","no",0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3
"783","MT",101,"area_code_408","no","yes",16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2
"784","AK",59,"area_code_408","no","no",0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0
"785","AZ",59,"area_code_408","no","no",0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1
"786","VA",150,"area_code_510","no","no",0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1
"787","MD",84,"area_code_510","no","no",0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0
"788","AR",85,"area_code_415","no","no",0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2
"789","WY",160,"area_code_408","no","no",0,82.7,116,14.06,194.6,95,16.54,159,54,7.15,10.9,9,2.94,0
"790","PA",28,"area_code_415","no","no",0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3
"791","OR",33,"area_code_415","yes","no",0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13,6,3.51,1
"792","TX",82,"area_code_415","no","no",0,130,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0
"793","NC",89,"area_code_408","no","no",0,105.9,151,18,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0
"794","SD",87,"area_code_510","no","no",0,184.5,81,31.37,172,103,14.62,183.4,96,8.25,13.7,3,3.7,3
"795","NE",64,"area_code_408","no","no",0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0
"796","RI",80,"area_code_510","no","no",0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3
"797","ME",41,"area_code_415","no","yes",30,191.7,109,32.59,193,86,16.41,149.4,93,6.72,11.1,4,3,1
"798","SD",108,"area_code_415","no","no",0,240.2,78,40.83,230.3,109,19.58,217,83,9.76,5.2,1,1.4,2
"799","DE",115,"area_code_408","no","no",0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1
"800","SC",159,"area_code_415","no","yes",23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2
"801","IN",119,"area_code_510","no","no",0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2
"802","NJ",151,"area_code_415","no","no",0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2
"803","WA",132,"area_code_415","no","no",0,240.1,115,40.82,180.4,91,15.33,133.4,122,6,8,6,2.16,3
"804","NE",86,"area_code_408","no","no",0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1
"805","MS",121,"area_code_415","no","yes",21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1
"806","MT",51,"area_code_415","no","yes",26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1
"807","GA",64,"area_code_408","no","no",0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3
"808","ND",56,"area_code_415","no","no",0,222.7,133,37.86,277,89,23.55,101.8,94,4.58,13.6,4,3.67,4
"809","VT",120,"area_code_415","no","no",0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3,1
"810","SD",103,"area_code_510","no","no",0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3
"811","OH",164,"area_code_510","no","yes",27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3
"812","MT",121,"area_code_408","no","no",0,213.2,79,36.24,120.7,116,10.26,244.4,102,11,7.5,4,2.03,1
"813","NV",183,"area_code_415","no","no",0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2
"814","UT",104,"area_code_408","no","no",0,263.4,101,44.78,235.5,117,20.02,102,146,4.59,13,4,3.51,0
"815","VT",101,"area_code_415","no","no",0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3
"816","CT",97,"area_code_415","no","no",0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0
"817","KS",94,"area_code_408","no","no",0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3
"818","MI",127,"area_code_510","no","yes",25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0
"819","AK",132,"area_code_510","no","no",0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2
"820","WI",162,"area_code_408","no","no",0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3
"821","IN",140,"area_code_415","no","no",0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1
"822","MN",145,"area_code_408","no","no",0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0
"823","AL",82,"area_code_408","no","no",0,154,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1
"824","NE",105,"area_code_408","no","no",0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3,4
"825","NC",106,"area_code_415","no","yes",37,223.5,104,38,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2
"826","ND",68,"area_code_408","no","no",0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2
"827","WA",106,"area_code_408","no","no",0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0
"828","NV",141,"area_code_415","no","no",0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11,6,2.97,0
"829","CO",98,"area_code_408","no","no",0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0
"830","CO",65,"area_code_510","no","no",0,158.8,53,27,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2
"831","MO",85,"area_code_415","no","no",0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1
"832","NY",112,"area_code_408","no","yes",30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0
"833","AK",110,"area_code_415","no","no",0,148.4,95,25.23,193.8,98,16.47,206,106,9.27,6.9,6,1.86,0
"834","NY",40,"area_code_408","no","no",0,242.5,82,41.23,232.9,97,19.8,154,86,6.93,9.6,7,2.59,0
"835","MI",122,"area_code_510","no","no",0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0
"836","ID",114,"area_code_408","no","yes",19,154.6,100,26.28,241.6,109,20.54,160,112,7.2,12.6,1,3.4,3
"837","NJ",60,"area_code_408","no","no",0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2
"838","CA",138,"area_code_510","yes","no",0,196.2,129,33.35,176.5,86,15,232.4,108,10.46,15.2,1,4.1,0
"839","WY",111,"area_code_415","no","no",0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4
"840","TX",37,"area_code_510","yes","no",0,172.9,119,29.39,183,86,15.56,226.4,100,10.19,9.8,1,2.65,0
"841","UT",81,"area_code_510","no","no",0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1
"842","MS",69,"area_code_510","no","yes",27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0
"843","OH",125,"area_code_408","no","no",0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1
"844","VT",46,"area_code_408","no","no",0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3
"845","GA",202,"area_code_510","no","no",0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6,3,1.62,3
"846","CT",94,"area_code_415","no","no",0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13,1,3.51,1
"847","WV",43,"area_code_415","no","no",0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1
"848","VT",48,"area_code_415","no","no",0,197.7,64,33.61,136.7,126,11.62,244.4,81,11,13.2,5,3.56,4
"849","OH",98,"area_code_510","no","yes",29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2
"850","AR",89,"area_code_408","yes","no",0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0
"851","NE",126,"area_code_415","no","no",0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3
"852","SC",212,"area_code_415","no","no",0,226,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2
"853","NC",72,"area_code_415","no","no",0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2
"854","HI",155,"area_code_415","yes","yes",26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3,1
"855","WY",126,"area_code_408","yes","no",0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2
"856","KS",132,"area_code_415","no","no",0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13,2,3.51,1
"857","NV",94,"area_code_408","yes","no",0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1
"858","NY",99,"area_code_415","no","no",0,182.6,83,31.04,154.5,111,13.13,196,57,8.82,12.1,5,3.27,0
"859","VA",136,"area_code_415","no","yes",35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1
"860","CA",120,"area_code_510","no","no",0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1
"861","NV",41,"area_code_510","no","no",0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1
"862","WY",80,"area_code_510","no","no",0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0
"863","DC",157,"area_code_510","no","yes",29,219.2,102,37.26,206,109,17.51,192.4,117,8.66,15,5,4.05,1
"864","ID",170,"area_code_510","no","yes",37,178.1,130,30.28,242.8,103,20.64,243,93,10.93,13,4,3.51,0
"865","TX",126,"area_code_415","no","no",0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13,3,3.51,1
"866","WA",167,"area_code_415","no","no",0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4
"867","UT",91,"area_code_510","no","no",0,123.8,107,21.05,319,125,27.12,237.6,78,10.69,7.3,4,1.97,2
"868","RI",127,"area_code_510","no","no",0,96,117,16.32,177,68,15.05,162.2,127,7.3,9.7,4,2.62,3
"869","NC",88,"area_code_408","no","yes",27,93.4,106,15.88,252,92,21.42,189,104,8.5,10.9,1,2.94,1
"870","RI",113,"area_code_415","no","no",0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1
"871","DE",136,"area_code_408","yes","yes",29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9,3,2.43,2
"872","LA",133,"area_code_415","no","no",0,216.2,67,36.75,222.2,133,18.89,192,95,8.64,3.1,1,0.84,2
"873","WA",110,"area_code_415","no","no",0,241.2,105,41,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2
"874","WV",121,"area_code_510","no","no",0,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1
"875","NE",112,"area_code_415","yes","yes",16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1
"876","PA",97,"area_code_510","yes","no",0,145,103,24.65,294.3,93,25.02,239.8,120,10.79,11,2,2.97,4
"877","IN",110,"area_code_415","no","no",0,151.8,106,25.81,138,126,11.73,233.5,112,10.51,11.2,8,3.02,3
"878","CA",137,"area_code_415","no","yes",22,189.6,42,32.23,179,137,15.22,179.6,126,8.08,11.4,5,3.08,2
"879","MI",116,"area_code_408","no","no",0,133.3,94,22.66,247.8,126,21.06,219,78,9.86,11.3,5,3.05,5
"880","NH",93,"area_code_408","no","no",0,179.3,93,30.48,188.8,65,16.05,253.2,88,11.39,12.1,5,3.27,1
"881","MA",120,"area_code_415","no","no",0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1
"882","OR",80,"area_code_510","no","no",0,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,2
"883","OH",83,"area_code_415","no","yes",25,191.3,95,32.52,250.7,136,21.31,249.4,86,11.22,17.6,5,4.75,2
"884","KY",66,"area_code_510","no","yes",33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3
"885","WV",127,"area_code_510","no","no",0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10,1,2.7,2
"886","RI",117,"area_code_408","no","yes",13,207.6,65,35.29,152.7,77,12.98,232.8,95,10.48,9.7,3,2.62,1
"887","KS",128,"area_code_510","no","no",0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2
"888","NV",88,"area_code_415","no","no",0,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4
"889","WY",78,"area_code_415","no","no",0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0
"890","WA",56,"area_code_415","no","yes",29,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1
"891","WI",70,"area_code_415","no","no",0,156.4,108,26.59,171,116,14.54,196.1,96,8.82,8.6,4,2.32,2
"892","KS",148,"area_code_510","no","no",0,239.3,84,40.68,195.7,85,16.63,232.6,104,10.47,10.9,3,2.94,1
"893","RI",65,"area_code_415","no","yes",29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2
"894","MT",119,"area_code_510","no","no",0,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1
