"","state","account_length","area_code","international_plan","voice_mail_plan","number_vmail_messages","total_day_calls","total_day_charge","total_eve_minutes","total_eve_calls","total_night_calls","total_night_charge","total_intl_minutes","total_intl_calls","number_customer_service_calls","churn","vmail_flag","number"
"1057","UT",4,"area_code_510","yes","no",0,89,24.7,303.8,93,82,9.27,8.9,4,0,"no","no",1.38629436111989
"1058","PA",176,"area_code_415","no","no",0,151,28.82,112.9,84,99,2.55,8.7,4,0,"no","no",1.38629436111989
"1059","ND",84,"area_code_408","no","yes",38,106,32.81,153.6,106,87,11.72,7.4,5,2,"no","yes",1.6094379124341
"1060","NH",114,"area_code_510","yes","yes",28,93,23.19,170,90,73,8.62,14.6,4,2,"yes","yes",1.38629436111989
"1061","MN",40,"area_code_510","yes","no",0,55,29.02,179.1,108,89,12.69,8.2,9,3,"no","no",2.19722457733622
"1062","GA",122,"area_code_408","no","no",0,95,26.89,178.5,113,76,6.94,8.5,5,2,"no","no",1.6094379124341
"1063","UT",67,"area_code_510","no","yes",20,40,39.2,189.1,58,115,7.3,9.4,2,1,"no","yes",0.693147180559945
"1064","MN",56,"area_code_415","no","no",0,100,37.89,145.2,110,129,7.68,5.6,8,1,"no","no",2.07944154167984
"1065","RI",133,"area_code_510","yes","no",0,108,21.64,251.3,81,88,6.08,10.3,3,1,"no","no",1.09861228866811
"1066","MI",74,"area_code_415","no","no",0,86,53.4,222.4,99,121,11.66,12.3,5,3,"yes","no",1.6094379124341
"1067","RI",63,"area_code_415","yes","no",0,112,10.69,202.9,111,58,11.66,8.9,8,1,"no","no",2.07944154167984
"1068","VT",128,"area_code_510","no","yes",32,136,37.89,262,80,101,8.61,10.8,4,0,"no","yes",1.38629436111989
"1069","MI",142,"area_code_408","no","no",0,66,41.67,144.6,109,112,10.23,3.1,4,1,"no","no",1.38629436111989
"1070","NH",74,"area_code_408","no","no",0,112,50.68,201.3,100,88,9.66,9.7,4,2,"yes","no",1.38629436111989
"1071","MO",107,"area_code_415","no","yes",22,83,47.79,143.7,130,128,10.77,11.2,9,1,"no","yes",2.19722457733622
"1072","WA",46,"area_code_510","no","no",0,108,15.37,276.2,77,111,6.59,12.7,2,1,"no","no",0.693147180559945
"1073","WV",75,"area_code_415","no","no",0,121,18.99,237.3,119,110,11.41,13.1,6,1,"no","no",1.79175946922805
"1074","VA",113,"area_code_408","no","yes",30,87,35.51,145.2,89,77,8.92,14.9,5,2,"no","yes",1.6094379124341
"1075","TX",102,"area_code_510","no","no",0,60,36.52,173.8,70,90,7.5,10.9,2,1,"no","no",0.693147180559945
"1076","CT",94,"area_code_415","no","no",0,113,34.03,128.9,116,109,12.55,10.4,5,0,"no","no",1.6094379124341
"1077","ND",12,"area_code_510","yes","no",0,117,36.84,116.5,126,110,9.9,9.8,4,2,"no","no",1.38629436111989
"1078","NJ",77,"area_code_415","yes","no",0,106,55.03,139.2,99,89,9.2,8.5,3,6,"yes","no",1.09861228866811
"1079","WY",134,"area_code_510","no","no",0,93,50.32,226.4,117,98,11.11,12.3,10,0,"yes","no",2.30258509299405
"1080","IN",100,"area_code_510","no","no",0,117,42.13,130,95,125,6.04,6.9,2,1,"no","no",0.693147180559945
"1081","FL",91,"area_code_510","yes","yes",24,112,15.9,183.4,128,133,10.83,9.9,3,0,"no","yes",1.09861228866811
"1082","VT",126,"area_code_415","no","no",0,88,38.45,140.3,114,110,9.4,6.4,2,0,"no","no",0.693147180559945
"1083","CT",48,"area_code_415","no","no",0,98,29.22,159,127,101,6.28,7.6,3,2,"no","no",1.09861228866811
"1084","WY",125,"area_code_415","no","no",0,132,23.82,209.6,126,77,11.88,8,2,1,"no","no",0.693147180559945
"1085","NV",124,"area_code_408","no","no",0,123,25.69,187.4,104,93,11.49,5.3,3,1,"no","no",1.09861228866811
"1086","HI",98,"area_code_415","no","yes",31,112,30.87,220.7,100,121,10.63,12.9,4,2,"no","yes",1.38629436111989
"1087","MD",165,"area_code_415","no","yes",39,113,28.46,172.7,94,113,8.67,9.5,4,3,"no","yes",1.38629436111989
"1088","NC",107,"area_code_415","no","yes",38,57,34.71,205.9,92,80,12.89,8.3,4,0,"no","yes",1.38629436111989
"1089","AR",129,"area_code_415","no","no",0,113,26.69,256.9,97,126,8.35,12.1,2,2,"no","no",0.693147180559945
"1090","MA",72,"area_code_415","no","no",0,98,24.12,188.1,63,49,5.18,12,5,2,"no","no",1.6094379124341
"1091","SD",185,"area_code_408","no","yes",18,112,17.66,230,111,119,7.01,8.5,5,0,"no","yes",1.6094379124341
"1092","MI",48,"area_code_415","no","no",0,88,40.8,141,117,137,5.8,7.1,9,1,"no","no",2.19722457733622
"1093","SC",138,"area_code_510","no","yes",21,149,3.32,140.9,109,111,8.09,7.9,1,0,"no","yes",0
"1094","MA",92,"area_code_408","no","yes",21,107,38.73,156.4,70,72,11.69,12.4,3,0,"no","yes",1.09861228866811
"1095","NJ",127,"area_code_510","no","no",0,107,40.77,128.9,121,110,11.25,11.3,5,1,"no","no",1.6094379124341
"1096","IL",70,"area_code_408","no","no",0,97,35.48,275.5,83,122,8.21,8,3,2,"no","no",1.09861228866811
"1097","GA",185,"area_code_510","no","yes",31,126,32.27,163.3,133,126,11.92,7.5,3,1,"no","yes",1.09861228866811
"1098","IA",88,"area_code_415","no","no",0,67,19.33,165.1,127,142,6.37,10.8,3,1,"no","no",1.09861228866811
"1099","WA",82,"area_code_415","no","no",0,110,53.31,263.2,104,93,6.26,7.5,5,1,"yes","no",1.6094379124341
"1100","MS",69,"area_code_510","no","no",0,105,28.46,121.5,142,83,9.42,16,2,1,"no","no",0.693147180559945
"1101","WY",62,"area_code_415","no","no",0,102,40.61,161.4,115,103,11.18,13.4,4,0,"no","no",1.38629436111989
"1102","MO",109,"area_code_415","no","no",0,72,34.02,300.9,120,68,10.62,11.9,5,0,"no","no",1.6094379124341
"1103","NY",122,"area_code_415","no","yes",37,107,27.71,312.8,118,85,9,11.6,5,1,"no","yes",1.6094379124341
"1104","RI",145,"area_code_408","no","yes",43,97,43.81,162.1,95,86,12.91,11.1,4,2,"no","yes",1.38629436111989
"1105","WY",60,"area_code_510","yes","yes",37,125,32.28,110.4,107,115,9.48,9.1,5,3,"no","yes",1.6094379124341
"1106","AL",95,"area_code_415","no","no",0,114,33.08,232.8,106,92,7.8,3.8,2,3,"no","no",0.693147180559945
"1107","RI",101,"area_code_408","yes","yes",35,88,30.77,222.5,113,103,9.8,11.1,3,1,"no","yes",1.09861228866811
"1108","DE",95,"area_code_510","no","no",0,95,31.31,181.6,101,113,6.45,12.8,4,2,"no","no",1.38629436111989
"1109","OH",127,"area_code_408","no","no",0,94,23.73,240.9,112,88,5.72,8.8,4,2,"no","no",1.38629436111989
"1110","IN",80,"area_code_415","no","no",0,116,18.11,104.8,67,124,8.24,8.2,5,1,"no","no",1.6094379124341
"1111","NY",204,"area_code_415","no","no",0,85,29.63,254.1,95,96,7.94,5.9,3,6,"no","no",1.09861228866811
"1112","KS",93,"area_code_415","no","no",0,120,45.22,130.1,84,63,7.46,13.1,6,3,"no","no",1.79175946922805
"1113","TX",139,"area_code_510","yes","yes",31,82,34.6,200.3,72,112,9.63,13.4,6,1,"yes","yes",1.79175946922805
"1114","MA",73,"area_code_408","no","no",0,136,16,280.3,122,77,9.23,9.8,4,0,"no","no",1.38629436111989
"1115","IN",69,"area_code_408","no","no",0,91,31.5,219.1,88,107,10.96,5.5,5,0,"no","no",1.6094379124341
"1116","CO",140,"area_code_415","no","no",0,71,25.45,212.5,97,67,11.07,12.6,4,3,"no","no",1.38629436111989
"1117","SD",122,"area_code_415","yes","yes",40,80,36.79,249.7,90,99,8.37,12.7,4,1,"no","yes",1.38629436111989
"1118","FL",119,"area_code_415","no","no",0,96,18.56,153.1,80,102,10.8,9.8,5,2,"no","no",1.6094379124341
"1119","IA",75,"area_code_415","no","no",0,110,23.55,153.2,86,103,9.7,11.1,7,1,"no","no",1.94591014905531
"1120","NJ",129,"area_code_415","no","no",0,117,28.63,217.1,129,100,3.67,11.8,7,1,"no","no",1.94591014905531
"1121","MI",70,"area_code_510","no","no",0,102,22.08,208.7,133,93,10.41,14.3,3,1,"no","no",1.09861228866811
"1122","WY",109,"area_code_415","yes","yes",46,85,28.08,136,92,100,8.32,11.9,5,1,"no","yes",1.6094379124341
"1123","IL",87,"area_code_415","no","no",0,69,37.64,195.2,53,91,5.43,13.7,4,1,"no","no",1.38629436111989
"1124","DC",121,"area_code_408","no","no",0,121,28.66,168.6,94,59,4.29,12.3,4,1,"no","no",1.38629436111989
"1125","OR",6,"area_code_408","no","no",0,93,38.51,152.1,122,98,7.4,9.4,4,3,"no","no",1.38629436111989
"1126","IA",200,"area_code_415","yes","yes",29,95,15.67,200,101,99,5.36,5.7,1,1,"yes","yes",0
"1127","MO",120,"area_code_415","no","yes",24,73,36.16,257.5,103,119,10.25,9.7,13,2,"no","yes",2.56494935746154
"1128","ID",77,"area_code_510","no","no",0,112,32.22,207,95,91,9.63,9.2,7,0,"no","no",1.94591014905531
"1129","ID",114,"area_code_415","no","no",0,100,34.36,195.7,102,120,13.13,13.3,5,2,"no","no",1.6094379124341
"1130","IL",179,"area_code_510","no","no",0,101,19.74,201.8,99,103,8.19,11.6,5,0,"no","no",1.6094379124341
"1131","DE",122,"area_code_415","no","no",0,88,31.38,148.8,98,58,13.94,14.3,2,3,"no","no",0.693147180559945
"1132","WI",35,"area_code_510","no","yes",27,87,41.09,142,101,68,13,9.4,4,1,"no","yes",1.38629436111989
"1133","RI",116,"area_code_510","no","no",0,126,23.36,120,94,64,5.86,12.4,2,3,"no","no",0.693147180559945
"1134","OK",28,"area_code_408","no","no",0,70,38.37,206.9,90,88,7.56,13.8,3,1,"no","no",1.09861228866811
"1135","NH",59,"area_code_415","no","no",0,107,27.8,187.1,91,100,8.06,10.3,1,2,"no","no",0
"1136","ID",85,"area_code_408","no","yes",27,139,33.39,280.9,90,75,4.02,13.8,4,1,"no","yes",1.38629436111989
"1137","MI",86,"area_code_510","no","yes",41,101,20.23,230,134,58,10.66,9.5,3,0,"no","yes",1.09861228866811
"1138","GA",90,"area_code_415","no","no",0,108,19.24,189.3,63,124,12.23,14.1,4,3,"no","no",1.38629436111989
"1139","NJ",135,"area_code_510","no","yes",28,100,34.24,246.5,117,131,6.97,12.9,4,2,"yes","yes",1.38629436111989
"1140","VT",43,"area_code_408","no","no",0,125,23.09,163.2,88,106,10.34,12.6,3,0,"no","no",1.09861228866811
"1141","VA",132,"area_code_510","no","no",0,86,13.79,245.2,72,115,10.67,10.3,2,0,"no","no",0.693147180559945
"1142","SC",121,"area_code_415","no","no",0,126,24.62,200.6,82,81,9.4,13.3,9,0,"yes","no",2.19722457733622
"1143","CO",66,"area_code_408","no","yes",40,87,24.09,268.3,89,68,10.86,8.5,7,0,"no","yes",1.94591014905531
"1144","VA",100,"area_code_415","no","no",0,93,29.61,235,101,83,11.89,9.9,7,1,"no","no",1.94591014905531
"1145","ME",90,"area_code_415","no","no",0,104,32.15,313.9,124,128,10.26,8.2,2,1,"no","no",0.693147180559945
"1146","MO",161,"area_code_510","no","no",0,95,37.69,193,82,113,8.73,6.5,4,3,"no","no",1.38629436111989
"1147","VA",99,"area_code_408","no","no",0,121,22.17,219.9,103,85,3.78,9.8,3,2,"no","no",1.09861228866811
"1148","KS",67,"area_code_510","no","no",0,78,21.93,188,116,102,10.58,11.2,3,2,"no","no",1.09861228866811
"1149","MA",121,"area_code_510","no","yes",24,88,37.09,348.5,108,118,9.57,7.5,7,3,"no","yes",1.94591014905531
"1150","ME",105,"area_code_510","no","no",0,113,36.04,226.6,128,114,8.71,8.9,7,3,"no","no",1.94591014905531
"1151","CT",33,"area_code_510","no","no",0,65,31.03,232.1,96,82,6.71,7.5,2,2,"no","no",0.693147180559945
"1152","TN",67,"area_code_415","no","no",0,125,30.57,173.2,86,97,12.28,10.9,4,0,"no","no",1.38629436111989
"1153","GA",109,"area_code_510","no","yes",35,116,39.19,265.8,130,69,12.14,10.6,6,5,"no","yes",1.79175946922805
"1154","MI",37,"area_code_415","no","no",0,116,32.54,167.4,99,112,9.74,14,5,3,"no","no",1.6094379124341
"1155","AZ",62,"area_code_408","no","yes",42,95,23.34,184.2,94,70,10.41,10.2,3,0,"no","yes",1.09861228866811
"1156","MD",135,"area_code_408","yes","yes",41,85,29.43,203.9,107,78,5.5,14.6,15,0,"yes","yes",2.70805020110221
"1157","FL",110,"area_code_415","no","no",0,110,41.23,162.3,140,86,8.28,7.8,3,4,"no","no",1.09861228866811
"1158","WA",47,"area_code_415","no","yes",27,89,28.05,127.3,118,95,12.8,7.7,4,2,"no","yes",1.38629436111989
"1159","NY",116,"area_code_510","no","no",0,128,15.22,180.8,137,94,8.69,14,3,2,"no","no",1.09861228866811
"1160","VA",123,"area_code_408","no","no",0,107,26.23,183,111,134,2.43,10.9,8,0,"no","no",2.07944154167984
"1161","VA",131,"area_code_415","no","no",0,114,24.33,138.1,119,100,8.97,8.9,3,3,"no","no",1.09861228866811
"1162","OR",69,"area_code_415","no","no",0,76,28.48,242.1,92,103,4.55,11.4,4,2,"no","no",1.38629436111989
"1163","MD",18,"area_code_408","no","no",0,93,46.51,114.6,116,120,11.28,8.2,4,1,"no","no",1.38629436111989
"1164","NY",11,"area_code_415","no","no",0,130,24.38,289.4,50,100,8.73,9.7,6,2,"no","no",1.79175946922805
"1165","MN",124,"area_code_510","yes","no",0,71,26.83,203.2,114,82,7.59,10,2,3,"yes","no",0.693147180559945
"1166","DC",170,"area_code_408","no","yes",34,128,21.3,240.6,104,109,10.95,7,3,3,"no","yes",1.09861228866811
"1167","VA",72,"area_code_510","yes","yes",29,114,23.77,138.2,91,88,9.95,5.5,6,0,"no","yes",1.79175946922805
"1168","WA",112,"area_code_415","no","no",0,107,26.88,181.5,101,126,9.01,8.3,7,1,"no","no",1.94591014905531
"1169","HI",87,"area_code_408","no","yes",28,95,25.74,152.4,97,109,11.25,0,0,1,"no","yes",-Inf
"1170","KY",131,"area_code_415","no","no",0,129,28.31,210.2,107,93,11.57,9.9,5,1,"no","no",1.6094379124341
"1171","NM",147,"area_code_510","no","no",0,83,42.26,148.9,85,109,7.76,8,4,3,"no","no",1.38629436111989
"1172","AK",55,"area_code_408","no","yes",39,101,23.68,178.3,117,104,11.09,8.1,1,3,"no","yes",0
"1173","ND",27,"area_code_415","no","no",0,67,38.66,248,115,109,2.76,7.8,6,1,"no","no",1.79175946922805
"1174","CT",100,"area_code_510","yes","no",0,98,18.22,86.8,122,117,7.03,9.7,4,1,"no","no",1.38629436111989
"1175","MO",123,"area_code_415","no","no",0,85,35.17,244.7,78,136,9.97,7.7,2,3,"no","no",0.693147180559945
"1176","MD",116,"area_code_408","no","no",0,107,43.28,249.4,89,77,10.33,9,18,2,"yes","no",2.89037175789616
"1177","NV",100,"area_code_415","no","yes",39,74,34.83,210.2,80,89,7.6,11.2,4,2,"no","yes",1.38629436111989
"1178","MS",189,"area_code_415","no","no",0,124,38.73,169.5,112,91,9.05,5.6,4,3,"no","no",1.38629436111989
"1179","GA",70,"area_code_415","no","yes",24,101,42.42,259.7,98,68,10.02,9.8,4,1,"no","yes",1.38629436111989
"1180","RI",121,"area_code_408","no","no",0,108,28.97,350.5,68,87,13.37,11.2,3,0,"yes","no",1.09861228866811
"1181","MS",131,"area_code_415","no","no",0,95,22.37,179.3,109,129,11.3,15.5,3,1,"yes","no",1.09861228866811
"1182","GA",72,"area_code_415","no","yes",37,80,37.4,217.3,102,71,6.88,14.7,6,3,"no","yes",1.79175946922805
"1183","WA",55,"area_code_415","no","no",0,121,33,176.6,110,136,13.63,7,7,2,"no","no",1.94591014905531
"1184","MT",66,"area_code_510","no","no",0,95,34.22,152.8,66,101,10.49,7.5,4,1,"no","no",1.38629436111989
"1185","WA",82,"area_code_510","no","no",0,122,45.08,178.7,102,90,7.86,10.7,9,2,"no","no",2.19722457733622
"1186","NY",104,"area_code_415","no","yes",26,112,32.15,178.2,97,104,8.97,11.1,4,1,"no","yes",1.38629436111989
"1187","IN",87,"area_code_510","no","no",0,113,32.22,204.9,100,93,9.98,13.4,3,1,"no","no",1.09861228866811
"1188","NY",137,"area_code_510","no","no",0,120,18.67,230.5,86,103,11.51,11.9,6,1,"no","no",1.79175946922805
"1189","IL",149,"area_code_408","no","no",0,117,11.75,136.3,100,53,8.18,6.3,3,1,"no","no",1.09861228866811
"1190","HI",128,"area_code_510","no","yes",28,96,19.62,185.4,94,69,9.42,17.7,4,0,"no","yes",1.38629436111989
"1191","WY",62,"area_code_415","no","no",0,132,29.31,230.5,100,109,10.27,11,5,0,"no","no",1.6094379124341
"1192","MA",166,"area_code_415","no","no",0,81,34.58,167.7,110,124,5.94,9.2,5,2,"no","no",1.6094379124341
"1193","TX",90,"area_code_408","no","yes",27,51,26.64,236.5,118,111,5.54,12.6,6,2,"no","yes",1.79175946922805
"1194","MS",150,"area_code_510","no","no",0,99,21.42,238.5,73,100,12.83,10.2,6,3,"no","no",1.79175946922805
"1195","GA",64,"area_code_510","no","no",0,78,36.87,211,115,116,8.09,11.4,5,3,"no","no",1.6094379124341
"1196","OK",96,"area_code_415","no","no",0,115,44.27,146,46,87,12.13,11.5,4,5,"no","no",1.38629436111989
"1197","WV",142,"area_code_415","no","no",0,76,41.38,161.4,102,105,5.42,10,5,4,"no","no",1.6094379124341
"1198","DE",75,"area_code_510","no","yes",28,96,34.1,164.1,111,153,7.63,2.5,5,1,"no","yes",1.6094379124341
"1199","MA",118,"area_code_408","yes","no",0,123,27.2,175.4,96,99,8.32,9.9,3,2,"no","no",1.09861228866811
"1200","NJ",135,"area_code_510","no","no",0,112,30.62,257.2,89,111,5.92,11.4,7,1,"no","no",1.94591014905531
"1201","VA",118,"area_code_415","no","no",0,112,26.28,184.2,105,102,9.78,12.6,5,2,"no","no",1.6094379124341
"1202","DE",97,"area_code_415","no","yes",32,94,31.18,269.1,120,38,9.16,6.7,4,5,"no","yes",1.38629436111989
"1203","AZ",141,"area_code_510","no","yes",22,123,36.62,328.7,98,89,7.22,7.8,6,1,"no","yes",1.79175946922805
"1204","IA",1,"area_code_408","no","yes",26,115,35.36,185,113,144,8,8.1,9,1,"no","yes",2.19722457733622
"1205","AL",95,"area_code_408","no","no",0,119,32.33,157.1,70,120,8.17,14,6,0,"no","no",1.79175946922805
"1206","MT",94,"area_code_510","no","no",0,95,35.73,191.2,87,111,6.79,9.4,3,2,"no","no",1.09861228866811
"1207","VA",50,"area_code_415","yes","no",0,108,16.93,308.7,102,62,7.25,13.7,6,2,"yes","no",1.79175946922805
"1208","FL",68,"area_code_415","no","yes",24,118,29.92,277.9,116,71,7.86,14.7,7,1,"no","yes",1.94591014905531
"1209","TX",73,"area_code_408","no","no",0,109,48.69,178.2,67,152,9.64,10.7,14,1,"yes","no",2.63905732961526
"1210","WI",184,"area_code_408","no","yes",12,76,34.05,253.6,105,93,6.72,10.2,5,0,"no","yes",1.6094379124341
"1211","WV",123,"area_code_408","no","yes",31,108,34.61,156.9,112,114,10.63,12,5,1,"no","yes",1.6094379124341
"1212","MA",160,"area_code_408","no","no",0,109,28.36,236,117,77,13.84,9.3,1,1,"no","no",0
"1213","TX",112,"area_code_415","no","no",0,78,35.77,172.4,75,105,10.8,11.7,3,2,"no","no",1.09861228866811
"1214","FL",22,"area_code_415","no","no",0,108,30.91,198.6,148,96,9.3,9.3,3,2,"no","no",1.09861228866811
"1215","SC",78,"area_code_415","no","no",0,98,22.34,189.9,95,83,6.63,11.2,2,2,"no","no",0.693147180559945
"1216","KY",122,"area_code_415","no","no",0,96,28.61,87.6,91,87,11.12,8.4,6,1,"no","no",1.79175946922805
"1217","AR",127,"area_code_415","no","yes",27,107,26.79,280.6,49,77,3.38,8,4,1,"no","yes",1.38629436111989
"1218","VA",100,"area_code_415","no","no",0,151,34.12,290.8,127,105,8.4,10.2,9,1,"no","no",2.19722457733622
"1219","ID",74,"area_code_415","no","no",0,124,37.59,110.8,94,112,10.8,10.6,3,0,"no","no",1.09861228866811
"1220","MS",68,"area_code_415","no","yes",34,72,27.2,184.5,119,101,9.37,6.1,10,1,"no","yes",2.30258509299405
"1221","GA",84,"area_code_408","yes","yes",18,114,23.26,200.3,110,86,8.96,8,4,3,"no","yes",1.38629436111989
"1222","WV",94,"area_code_415","no","yes",28,107,15.76,127.8,86,86,10.15,9.9,4,3,"no","yes",1.38629436111989
"1223","UT",169,"area_code_408","no","no",0,96,26.83,160,120,112,8.95,13.7,6,3,"no","no",1.79175946922805
"1224","WY",97,"area_code_415","no","yes",24,135,22.64,217.2,58,79,3.18,11,3,1,"no","yes",1.09861228866811
"1225","IL",117,"area_code_408","no","no",0,84,38.81,152.6,92,101,13.94,3.7,3,3,"no","no",1.09861228866811
"1226","MD",61,"area_code_415","no","no",0,123,44.2,210.5,127,70,10.56,9,3,1,"yes","no",1.09861228866811
"1227","MO",86,"area_code_415","no","no",0,96,14.2,221.1,63,75,15.74,12.6,3,0,"no","no",1.09861228866811
"1228","WA",114,"area_code_510","yes","no",0,93,19.65,163.2,78,104,11.31,9.7,1,2,"yes","no",0
"1229","NC",27,"area_code_408","no","no",0,128,34.2,227.2,100,91,6.56,8.4,3,2,"no","no",1.09861228866811
"1230","FL",133,"area_code_408","no","yes",49,78,39,219.5,106,115,7.75,12,4,3,"no","yes",1.38629436111989
"1231","RI",69,"area_code_408","no","no",0,141,33.8,203.7,110,109,7.97,15.2,2,4,"no","no",0.693147180559945
"1232","LA",106,"area_code_408","no","no",0,120,37.52,270.2,95,113,5.47,8.7,5,1,"no","no",1.6094379124341
"1233","UT",100,"area_code_408","no","no",0,122,31.45,182.5,92,92,12.37,5.1,8,1,"no","no",2.07944154167984
"1234","RI",155,"area_code_408","yes","no",0,94,27.73,291.7,108,111,4.34,11.2,3,0,"no","no",1.09861228866811
"1235","NC",30,"area_code_510","no","no",0,76,24.65,240.7,112,134,8.87,7.1,4,3,"no","no",1.38629436111989
"1236","WI",90,"area_code_408","no","no",0,91,10.42,194.4,94,80,6.44,11.4,9,1,"no","no",2.19722457733622
"1237","DC",148,"area_code_415","no","yes",38,110,35.56,116.6,73,105,4.93,16.5,4,2,"no","yes",1.38629436111989
"1238","ND",108,"area_code_415","no","no",0,86,19.14,114.9,101,119,8,7.2,6,3,"no","no",1.79175946922805
"1239","IA",111,"area_code_510","no","yes",33,97,28.58,204,88,97,11.74,15.1,3,1,"no","yes",1.09861228866811
"1240","WV",105,"area_code_510","no","no",0,83,17.26,193.8,83,113,9.64,11.7,4,3,"no","no",1.38629436111989
"1241","MS",103,"area_code_415","no","no",0,103,21.98,202.8,89,126,10.49,12.9,2,2,"no","no",0.693147180559945
"1242","WA",141,"area_code_415","no","no",0,104,25.76,242.2,114,109,13.69,10.8,2,1,"no","no",0.693147180559945
"1243","KY",72,"area_code_415","no","no",0,147,33.73,216.9,121,125,5.08,13.1,4,0,"no","no",1.38629436111989
"1244","NY",144,"area_code_408","no","no",0,117,10.47,77.1,85,99,7.79,8.2,7,4,"yes","no",1.94591014905531
"1245","MA",61,"area_code_415","no","yes",28,110,40.78,218.9,87,46,7.47,12.1,4,1,"no","yes",1.38629436111989
"1246","OR",122,"area_code_408","no","no",0,86,25.84,162.8,61,98,7.29,9.3,3,1,"no","no",1.09861228866811
"1247","MO",90,"area_code_408","yes","no",0,87,35.21,208.5,87,95,6.57,4.4,5,2,"no","no",1.6094379124341
"1248","VA",87,"area_code_415","no","no",0,119,29.17,205,107,114,7.68,13.8,4,0,"no","no",1.38629436111989
"1249","SC",125,"area_code_510","no","no",0,105,31.3,126.7,123,94,10.87,4.7,6,1,"no","no",1.79175946922805
"1250","RI",74,"area_code_415","no","no",0,127,31.91,163.4,148,94,8.82,9.1,5,0,"no","no",1.6094379124341
